id,company,department,job,base,work_begin,work_end,launch_time,dinner_time,wed,fri,workdays,summary,remark,category,suggestion,struct,welfare,is_foreign,domain
4087,好未来,智能学习,前端,北京,09:00,21:00,12:00-14:00,19:00,否,否,5,是,日常加班，前端早来晚走，leader爆卷,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4090,广州城信所,自然资源部门,后端,广州,09:00,19:30,12:00,18:00,否,否,5,日报,项目压力大，虽然可以准时下班，但需要24小时待命。项目紧张时，还会封闭开发。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,薪资表,Feb-35,,,互联网
4091,成都华律网络服务有限公司,运营中心,运营,成都,9点,6点,12点,无,否,是,9月之前是6天，现在是5天,是,公司制度发的东西对基础都是强制的，但是公司给的东西全看上面心情,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,相亲表,0/73,,,互联网
4092,万兴科技,所有,客户端,深圳,9:00（节假日后那天不可以弹性，就算可弹性的也要凑够7.5h才可打卡下班）,大多22：00后，大多人耗在这里凑所谓的时长，老板就喜欢看这个数据,12:00-13:30,18:00-18:40,否,看自己,5,每个人每天必须写日志才能打开下班,南山区超级大卷王，以时长论高低，公司制度极其恶心。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,4月10日,,,互联网
4093,域起,青空,产品,上海,9月10日,18:30-17:30,一个半小时,无,否,否,5,,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4094,字节,数据中台,数据分析,北京,10-10点半,10点居多，不忙的时候9点,12点 ,7点,否,否,5,是,老板经常11点走，半夜12点飞书说话，很卷,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,0/25,,,互联网
4095,电魂,研发,产品,杭州,09:00,18:00,12：00-14：00,,否,否,5,是,,R 文化、体育和娱乐业,,,,,其他
4096,Raydata,总部,产品,北京,10:00,17:00,12:00-14:00,无,无,无,5,,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4097,虾皮,供应链,前端,深圳,10,7月8日,12:30,7,否,否,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4098,阿铺优房超,平效群,运营,东莞,09:00,18:00,12:00-14:00,18:00,否,否,大小周,365天天天要做日报，而且数据来源不准确，不知道做来有什么用。日报+周报+月报+年报,不要来，没前途，老板好高骛远,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， K 房地产业,,,,,互联网
4099,欢聚集团,语音产品,产品,广州,09:30,08:00,12:00,18:00,否,可早走,5,不用,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4100,APUS,产品、技术、商业化,后端， 前端， 产品， 运营， 运维（SRE）， 测试（测开）， 客户端,北京,09:30,晚上9:00-10:00,,,否,否,6,周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,薪资构成、绩效扣薪、上市预期,,,,互联网
4101,松果出行,全部,后端,北京,10:00,9:00-11:00,12:00-1:30 看送饭时间 经常送饭迟到 经常抢不到饭，饿着肚子敲代码，抢到了饭也不好吃,看送饭时间,否,否,5-6 大小周,新人日报 全组周报,恶心死了 大小周 老板是个奋斗比 每月强制每人平均每天11小时 达不到工时要求的贴excel里全公司裱你,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4102,奇安信,安全运营BG,后端,武汉,9.00-9.30,20.00-24.00,12.00-2.00,6.00-7.00,否,否,5,是,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4103,百度,未知,后端,上海,10,19,,,,,5,,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4104,上海喔趣科技,产研部,产品,上海,09:00,08:00,1小时,30分钟,无,6点下班,5,无,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,950/1000,,,互联网
4105,某货代公司,操作,其他,常州,08:30,17:30,11:30-13:30,无,否,否,五天（节假日会安排值班，一个月至少一次,无,下半年比上半年忙，节前一天会非常忙，尤其是长假前。双休节日一定会安排值班，因为行业原因公司一定要有人值班。工作日加班没有工资，双休节假日加班50/2小时，超过2小时也没有钱。值班一百一天。旺季做到不想做的单子（一个单子一个绩效），需要自己做报关资料然后加拼是不算绩效。的，,G 交通运输、仓储和邮政业， L 租赁和商务服务业,薪资和岗位信息 拜托了,四人一小组的话自己组内的是0/4  整个公司是二十人左右,,,其他
4106,字节跳动,财经,前端,北京,10:30,20:30-21:00,12:00-14:00,18:50-20:00,隔周活动日17:50晚饭可以下班,一般18:50下班,5,新人写日报 一般五六个point,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业,,,,,互联网
4106,字节跳动,财经,前端,北京,10:30,20:30-21:00,12:00-14:00,18:50-20:00,隔周活动日17:50晚饭可以下班,一般18:50下班,5,新人写日报 一般五六个point,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， J 金融业,,,,,金融
4107,南京云信达,解决方案部,运维（SRE）,南京,09:00,18:00,11:30-13:30,19:30,否,否,5,否,19:30后有园区提供的半价餐，加班至后半夜有几率吃到豪华晚餐,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,添加登记时间，相同公司、部门、岗位的条目提供更新通道,1月5日,,,互联网
4108,成都知藏云柚供应链管理有限公司,产研,后端,北京,09:30,20,12:00,无,否,否,大小周,晚例会+周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,0,,,互联网
4109,网易,云音乐,运营,杭州,10,7,12月14日,6:30-7:00,否,否,5,周报,同事都不错，就是公司整体环境有些叙利亚风,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， R 文化、体育和娱乐业,增加“打不打卡”，以及迟到后如何惩罚选项,0/9,,,互联网
4110,江苏省农业科学院,信息所,宣传,江苏南京,08:30,夏令时18:00，冬令时17:30,12:00始，下午夏令时15:00上班，冬令时13:30上班,无,无,无,5,否,,S 公共管理、社会保障和社会组织， R 文化、体育和娱乐业， A 农、林、牧、渔业,整点薪资表,1月7日,,,其他
4111,北京博奥森生物有限公司,蛋白纯化,前端,马驹桥联东u谷,8点,17点,12点-13点,18-19,无,无,5,有,,M 科学研究和技术服务业,,,,,其他
4112,盛趣游戏,项目研发部门,产品,上海,上午10点,晚上21点,12点,18点,否,可以提前走,5-6天,每天日报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,5/80,,,互联网
4113,浩鲸科技,BSS产品线,后端， 前端， 产品,广州,9,21,11.3,17:30,偶尔不加班,偶尔不加班,如果赶项目天天007,有,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4114,万达信息,智慧医卫,全栈,上海,8:45-9:45,17:15-18:15,没规定，基本上都是1.5H,,否,否,5,否,项目急的时候会加班比较忙，平时基本不加班,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,薪资表,公司氛围相对宽松，老员工挺多的,,,互联网
4115,曦恩网络科技有限公司,商战,产品,广州,09:30,21:00,12:00-14:00,18:00-19:00,无,18:00下班,5天,否,我们在做不一样的精品游戏，公司气氛贼好，欢迎来面试,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4116,华宇信息,成都研发中心,后端,成都,9:30-9:40,08:30,11:50,06:30,否,否,5,否,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,0/180,,,互联网
4117,阿里,银泰,其他,杭州,9:00（还需要打卡）,9:00以后，经常加班,12:00-1:30,18:00以后,无,没有事情，可以早走,5,有,经常加班,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4118,顺丰同城科技,智慧生活,后端,北京,10:00,21:00-22:00,11:40-13:25,18:00-19:00,,,6,周报+日报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4119,船奇科技,研发中心,产品,深圳,9:00~10:00,20:00~22:00,12:00~13:30,18:00~19:00,否,否,5,周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,赔偿只有N，没有N+1，并且不怕仲裁，请谨慎,,,,互联网
4120,腾讯,天美,设计,上海,09:30,08:30,11:30,05:45,天美现在是周四,正常,5,否,待过北极光  A3 有个项目组 千万别去 绝对会打破你认知的下限。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4121,维正知识产权,专利部,其他,深圳,8点,6点,12点-14点,6点,无,无,6,周报 日报,专利部加班还好，但是还是需要加班，暗地里明示加班。另一个部门商务部，每天23点下班是常态，晚的还可以到00点下班。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4122,匿了,匿了,其他,天津,7.3,17，18，19不定,11.15-13.00,,否,否,5月7日,日报（模板精确到小时）,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4123,海能达,研发,后端， 前端， 产品， 测试（测开）， 设计,深圳,08:10,17：40（规定），实际：20:00-21:00（基本没有17:40按时下班的时候，会统计每月的加班时长，进行部门评比，加班时数不够的会被谈话）,12:00-13:30,17:40,否,否,5（由于有每月加班时数的要求，很多部门的人周末都会来自愿无偿加班）,周报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， C 制造业（通信）,,,,,互联网
4124,环球网校,运营,运营,广州,09:30,19点~20点,12:00~13:30,18:30,否,否,5,周报,,P 教育业,,,,,其他
4125,江苏群立现代信息科技发展有限公司,商务部,运营,南京,09:00,06:00,12：00-13：30,,否,否,5,否,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4126,江苏汉邦科技有限公司,研发部,全栈,江苏省淮安市集贤路1-9号,08:30,17:30,11:45-12:45 不得休息，到点干活,,,,6,周报/月报PPT,4000，全栈你无条件都要会，要求C#、VB、WINCC、PCS7、安卓，全部精通。组长瞧不起人，是VB大拿，自称饿不死，职业甩大膀子，瞧不起新技术，一行代码不写，疯狂蹭项目负责人分奖金。马上即将“成为事业单位”，三天两头做PPT开会汇报。研发部是人下人，人员流动性大。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）， C 制造业（通信）， C 制造业（机械）， C 制造业（硬件包括芯片、半导体等等）,4000，全栈你无条件都要会，要求C#、VB、WINCC、PCS7、安卓，全部精通,1，VB大拿，职业甩大膀子,,,互联网
4127,腾讯科技,某海外合作部门,运营,上海,10:00,18:00,12:00,06:00,无,无,5天,无,很少有加班情况，从没有强制开各种大会,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,薪资表可以通过范围呈现,0/6,,,互联网
4128,材料科学姑苏实验室,科研能力建设部,产品,江苏省苏州市,08:30,07:00,12：00~1：30,,,,5,周报,,M 科学研究和技术服务业,,,,,其他
4129,施耐德电气,HR,HR,天津,08:30,05:30,12:00,06:00,否,否,五天,否,灵活工时，固定工时都有,外企,内推表,,,,外企
4130,麒麟软件,技术服务中心-二线技术部,运维（SRE）,北京,8:30-9:00,17:30-18:00,12:00-13:00,随意,否,否,5,周报,,国企,,年轻人较多,,,其他
4131,陌陌,商业,客户端,北京,10,19,12:30,19:00,无,无,5,每人都要写周报，几句话,加班情况看组看领导，不具备代表性。,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,35岁以上没有,,,互联网
4132,中维世纪,开发,后端， 前端,济南,9,1、2、4 6点 3、5 8点,12-13：30,18:00,是,是,大小周平均5.5,日报,,I 信息传输、软件和信息技术服务业（包括电信 互联网 广播 软件）,,,,,互联网
4133,某副厅级二级保密单位,保密,其他,山东,08:30,不确定,12:00,不确定,否,否,7-14天,否,只要有任务，一周住在办公室不是梦,S 公共管理、社会保障和社会组织,加工资吧,5月6日,,,其他
